Line #,Key,en Version,hy Translation
569,hy.stories.youtube.hint.fullscreen,"If checked, the video will take up the entire screen",Նշելու դեպքում վիդեոն կցուցադրվի ողջ էկրանով
570,hy.stories.youtube.hint.loop,"If checked, the video will loop over and over",Նշելու դեպքում վիդեոն անընդհատ կխաղաղարկվի
571,hy.stories.youtube.hint.info,"If checked, the title bar will be shown on top of the video",Նշելու դեպքում վերնագիրը կցուցադրվի վիդեոյի վերևի հատվածում
572,hy.stories.youtube.hint.cc,"If checked, the video subtitles will be shown by default",Նշելու դեպքում ենթագրերը կցուցադրվեն ինքնըստինքյան
573,hy.stories.youtube.hint.menu_lang,Language of the YouTube menu/controls,YouTube-ի մենյույի/կարգավորումների լեզուն
574,hy.stories.youtube.hint.cc_lang,Language of the subtitles to show by default,Ենթագրերի հիմնական լեզուն 
575,hy.storyteller.byline,By,Կողմից
576,hy.storyteller.byline_media,Photos and videos by ,Ֆոտոների և վիդեոների հեղինակ 
577,hy.storyteller.byline_translator,Translated by ,Թարգմանությունը
578,hy.storyteller.source,Source:,Աղբյուր:
579,hy.storyteller.by,by,կողմից
580,hy.storyteller.related_stories,Related Stories,Related Stories
581,hy.storyteller.view_all_stories_in,View all stories in,View all stories in
582,hy.settings.index.title,Settings,Կարգավորումներ
583,hy.settings.index.facebook_avatar,This is your avatar from Facebook.,Սա Ձեր Facebook-ի ավաթարն է
584,hy.settings.index.use_facebook_avatar,Use Facebook Avatar,Օգտագործել Facebook-ի ավաթարը
585,hy.settings.index.hint.about,Short summary about yourself.  This will be shown with the stories that you publish.,Համառոտ Ձեր մասին. այն կերևա Ձեր նյութերի հետ
586,hy.settings.index.hint.default_story_locale,Select the language you want to use by default when creating a new story.,Ընտրել նյութերի ստեղծման Ձեր հիմնական լեզուն
587,hy.settings.index.submit,Save Settings,Պահպանել կարգավորումները
588,hy.settings.invitations.title,Collaboration Invitations,Համագործակցության հրավերներ
589,hy.settings.invitations.no_invitations,At this time you have no invitations waiting for you.,Ներկա պահին Դուք հրավերներ չունեք
590,hy.settings.invitations.accept_link,Accept,Ընդունել
591,hy.settings.invitations.decline_link,Decline,Մերժել
592,hy.settings.invitations.header_date,Date Sent,Ուղարկված ամսաթիվը
593,hy.settings.invitations.header_story,Story Title,Նյութի վերնագիրը 
594,hy.settings.invitations.header_role,Role,Դերը
595,hy.settings.invitations.header_from,Sent By,Ուղարկված է
596,hy.settings.notifications.title,Notifications,Ծանուցումներ
597,hy.settings.notifications.explain,You can receive email notifications whenever new stories are published on Chai Khana! Simply sign in to subscribe.,You can receive email notifications whenever new stories are published on Chai Khana! Simply sign in to subscribe.
598,hy.settings.notifications.all_sub_title,All Notifications,Բոլոր ծանուցումները 
599,hy.settings.notifications.all_label,Do you want to recieve any notifications from Chai Khana?,Ցանկանում եք Չայխանայից ծանուցումներ ստանալ? 
600,hy.settings.notifications.all_no,"No, do not send me any notifications.","Ոչ, մի ուղարկեք ինձ ծանուցումներ."
601,hy.settings.notifications.all_yes,"Yes, I want notifications sent to me.","Այո, ես ցանկանում եմ ստանալ ծանուցումներ."
602,hy.settings.notifications.story_comment_sub_title,New Story Comment Notifications,Նյութի նոր մեկնաբանությունների մասին ծանուցումներ
603,hy.settings.notifications.story_comment_label,Do you want to recieve notifications when a comment is made to one of your stories?,"Ցանկանո՞ւմ եք ստանալ ծանուցումներ, երբ Ձեր նյութի վերաբերյալ լինեն մեկնաբանություններ"
604,hy.settings.notifications.story_comment_no,"No, do not send me any notifications.","Ոչ, մի ուղարկեք ինձ ծանուցումներ."
605,hy.settings.notifications.story_comment_yes,"Yes, I want notifications sent to me.","Այո, ես ցանկանում եմ ստանալ ծանուցումներ."
606,hy.settings.notifications.new_themes_sub_title,New Theme Notifications,New Theme Notifications
607,hy.settings.notifications.new_themes_all,Notify me when any theme is added.,Notify me when any theme is added.
608,hy.settings.notifications.new_themes_none,I do not want to receive notifications when a new theme is added.,I do not want to receive notifications when a new theme is added.
609,hy.settings.notifications.new_stories_by_category,Notify me when a story is added to:,"Ծանուցե՛ք ինձ, երբ նյութ ավելացվի այստեղ:"
610,hy.settings.notifications.language_sub_title,Notification Language,Ծանուցումների լեզուն
611,hy.settings.notifications.language_label,In what language do you want to receive the notifications?,Ո՞ր լեզվով եք ցանկանում ստանալ ծանուցումները
612,hy.settings.notifications.following_sub_title,Chai Khana Users You Are Following,"Չայխանայի օգտագերերը, որոնց դուք հետևում եք"
613,hy.settings.notifications.following_label,"You will receive notifications whenever a user you are following publishes a story. To not receive notifications from a user, unfollow them by clicking on their image.","Դուք կստանաք ծանուցում, հենց որ Ձեր հետևած օգտագերը նյութ կհրապարակի. Որպեսզի չստանաք ծանուցում որևէ օգտագիրոջ վերաբերյալ, խնդրում ենք չեղարկեք նրան հետևելը՝ սեղմելով նրա պատկերին;"
614,hy.settings.notifications.following_not,"At this time, you are not following any users.",Ներկա պահին Դուք ոչ ոքի չեք հետևում
615,hy.settings.notifications.following_title1,Click to unfollow '%{name}',"Սեղմեք, որպեսզի դադարեցնեք հետևելը '%{nickname}' օգտատիրոջը"
616,hy.settings.notifications.following_title2,Click to follow '%{name}',"Սեղմել, որ հետևեք '%{nickname}' օգտատիրոջը"
617,hy.settings.notifications.submit,Save Settings,Պահպանել կարգավորումները
618,hy.imageuploader.missing,An error occurred while processing your image. Please try again.,Ձեր նկարի մշակման ժամանակ տեղի է ունեցել սխալ. խնդրում ենք կրկին փորձել
619,hy.imageuploader.invalid_type,Invalid file type. Only .jpg or .png is allowed.,Անընդունելի ֆայլի տեսակ. թույլատրվում է միայն .jpg և .png
620,hy.imageuploader.size_limit,Image file size is limited to 4MB,Նկարների առավելագույն ծավալը 4MB
621,hy.devise.mailer.reset_password_instructions.title,Hello %{nickname}!,Ողջո՛ւյն %{nickname}
622,hy.devise.mailer.reset_password_instructions.p1,"Someone has requested a link to change your password on Chai Khana, and you can do this through the link below.",Ձեր Չայխանայի գաղտնաբառի փոփոխման համար պահանջվել է հղում. Դուք կարող եք փոխել գաղտնաբառը՝ հղմանը հետևելով
623,hy.devise.mailer.reset_password_instructions.link_title,Change my password,Փոխել գաղտնաբառը
624,hy.devise.mailer.reset_password_instructions.p2,"If you didn't request this, please ignore this email.","Եթե Դուք սա չեք պահանջել, խնդրում ենք անտեսել"
625,hy.devise.mailer.reset_password_instructions.p3,Your password won't change until you access the link above and create a new one.,"Ձեր  գաղնտաբառը չի փոխվի, մինչև Դուք չգնաք հետևյալ հղմամբ և չստեղծեք նորը"
