Line #,Key,en Version,az Translation
709,az.stories.youtube.placeholder.url,URL to YouTube video,YouTube video URL-ı
710,az.stories.youtube.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Bu mətn hekayədə yox, yalnız sol paneldə görünəcək."
711,az.stories.youtube.hint.url,Copy a YouTube URL and paste it here,Youtube URL-ını bura köçür
712,az.stories.youtube.hint.fullscreen,"If checked, the video will take up the entire screen","Seçilibsə, video tam ekranı əhatə edəcək"
713,az.stories.youtube.hint.loop,"If checked, the video will loop over and over","Seçilibsə, video fasiləsiz təkrarlanacaq"
714,az.stories.youtube.hint.info,"If checked, the title bar will be shown on top of the video","Seçilibsə, sərlövhə paneli videonun üstundə göstəriləcək"
715,az.stories.youtube.hint.cc,"If checked, the video subtitles will be shown by default","Seçilibsə, defolt olaraq videonun subtitrları göstəriləcək"
716,az.stories.youtube.hint.menu_lang,Language of the YouTube menu/controls,YouTube menyu/kontrollarının ilkin dili.
717,az.stories.youtube.hint.cc_lang,Language of the subtitles to show by default,Göstərilən subtitrların defolt dili.
718,az.stories.infographic.form_title,Infographic Form,Infographic Form
719,az.stories.infographic.add_datasource,Add Data Source,Add Data Source
720,az.stories.infographic.static,Static,Static
721,az.stories.infographic.dynamic,Dynamic,Dynamic
722,az.stories.infographic.inline,In Story,In Story
723,az.stories.infographic.popup,Popup,Popup
724,az.stories.infographic.label.dynamic_size,Infographic Dimensions in Width x Height,Infographic Dimensions in Width x Height
725,az.stories.infographic.placeholder.title,Title,Title
726,az.stories.infographic.placeholder.caption,optional,optional
727,az.stories.infographic.placeholder.dataset_url,optional,optional
728,az.stories.infographic.placeholder.dynamic_url,Interactive URL,Interactive URL
729,az.stories.infographic.placeholder.dynamic_width,width,width
730,az.stories.infographic.placeholder.dynamic_height,height,height
731,az.stories.infographic.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
732,az.stories.infographic.hint.caption,"Heading of infographic will appear above the infographic image. If this Infographic Section is first in the story, you should leave this blank and use the Story Title field.","Heading of infographic will appear above the infographic image. If this Infographic Section is first in the story, you should leave this blank and use the Story Title field."
733,az.stories.infographic.hint.description,"The description will appear below the infographic. If this Infographic Section is first in the story, the Story Summary will appear below the infographic image so if the Story Summary and Infographic Description are the same, you should leave this field blank.","The description will appear below the infographic. If this Infographic Section is first in the story, the Story Summary will appear below the infographic image so if the Story Summary and Infographic Description are the same, you should leave this field blank."
734,az.stories.infographic.hint.image,Only jpg and png format allowed; 8MB file size limit,Only jpg and png format allowed; 8MB file size limit
735,az.stories.infographic.hint.dataset_file,Please try to compress files to make for quicker download; 25MB file size limit,Please try to compress files to make for quicker download; 25MB file size limit
736,az.stories.infographic.hint.dataset_url,URL to Dataset,URL to Dataset
737,az.stories.infographic.hint.subtype,"Static infographics are images, Dynamic infographics require a URL.","Static infographics are images, Dynamic infographics require a URL."
738,az.stories.infographic.hint.dynamic_url,URL to web page with interactive infographic,URL to web page with interactive infographic
739,az.stories.infographic.hint.dynamic_size,Use these fields to indicate the space you want to reserve for showing this infographic. Leave the fields empty if you want the infographic to be fullscreen. The minimum value is 200.,Use these fields to indicate the space you want to reserve for showing this infographic. Leave the fields empty if you want the infographic to be fullscreen. The minimum value is 200.
740,az.stories.infographic.hint.dynamic_render,The infographic can be rendered in the story or in a popup that appears after the user clicks on the infogaphic image in the story. Use the popup option if the infogaphic takes up the full screen or is very long.,The infographic can be rendered in the story or in a popup that appears after the user clicks on the infogaphic image in the story. Use the popup option if the infogaphic takes up the full screen or is very long.
741,az.stories.infographic_datasource_fields.placeholder.url,optional,optional
742,az.stories.infographic_datasource_fields.hint.name,Name of the data source,Name of the data source
743,az.stories.infographic_datasource_fields.hint.url,URL to the online data source,URL to the online data source
744,az.storyteller.byline,By,Tərəfindən
745,az.storyteller.byline_media,Photos and videos by ,Şəkillər və videolar xxx tərəfindən hazırlanıb
746,az.storyteller.byline_translator,Translated by ,xxx tərəfindən tərcümə edilib
747,az.storyteller.source,Source:,Mənbə:
748,az.storyteller.by,by,tərəfindən
749,az.storyteller.related_stories,Related Stories,Buna aid xəbərlərə bax
750,az.storyteller.view_all_stories_in,View all stories in,Bütün hekayələrə bax
751,az.storyteller.infographic.source,Data Source,Məlumat mənbəyi
752,az.storyteller.infographic.dataset,Related Items,əlaqəli materiallar
753,az.storyteller.infographic.download,Download File,Faylı yüklə
754,az.storyteller.infographic.online,View Data Online,Məlumatı Online Bax
755,az.settings.index.title,Settings,Parametrlər
756,az.settings.index.facebook_avatar,This is your avatar from Facebook.,Bu Facebook avatarınızdır.
757,az.settings.index.use_facebook_avatar,Use Facebook Avatar,Facebook Avatarını istifadə et
758,az.settings.index.hint.about,Short summary about yourself.  This will be shown with the stories that you publish.,Özünüz barədə qısa xülasə. Bu dərc etdiyiniz hekayələrlə göstəriləcək.
759,az.settings.index.hint.default_story_locale,Select the language you want to use by default when creating a new story.,Yeni hekayə yaradarkən defolt dili seç.
760,az.settings.index.submit,Save Settings,Parametrləri yadda saxla
761,az.settings.invitations.title,Collaboration Invitations,Əməkdaşlıq Dəvətləri
762,az.settings.invitations.no_invitations,At this time you have no invitations waiting for you.,Hal-hazırda sizə heç bir dəvət yoxdur.
763,az.settings.invitations.accept_link,Accept,Qəbul Et
764,az.settings.invitations.decline_link,Decline,Rədd Et
765,az.settings.invitations.header_date,Date Sent,Göndərilən tarix
766,az.settings.invitations.header_story,Story Title,Hekayə sərlövhəsi
767,az.settings.invitations.header_role,Role,Rol
768,az.settings.invitations.header_from,Sent By,xxx tərəfindən göndərilib
769,az.settings.notifications.title,Notifications,Bildirişlər
770,az.settings.notifications.explain,You can receive email notifications whenever new stories are published on Chai Khana! Simply sign in to subscribe.,Yeni hekayələr dərc olunanda siz bildiriş ala biləcəksiniz. Sadəcə abunə olun!
771,az.settings.notifications.all_sub_title,All Notifications,Bütün Bildirişlər
772,az.settings.notifications.all_label,Do you want to recieve any notifications from Chai Khana?,Çayxanadan hər hansısa bildiriş almaq istəyirsinizmi?
773,az.settings.notifications.all_no,"No, do not send me any notifications.","Xeyir, bildirişlərin mənə göndərilməsini istəmirəm."
774,az.settings.notifications.all_yes,"Yes, I want notifications sent to me.","Bəli, bildirişlərin mənə göndərilməsini istəyirəm."
775,az.settings.notifications.story_comment_sub_title,New Story Comment Notifications,Yeni Hekayə Şərh Bildirişləri
776,az.settings.notifications.story_comment_label,Do you want to recieve notifications when a comment is made to one of your stories?,Hekayələrinizdən birinə şərh yazılanda bildiriş almaq istəyirsinizmi? 
777,az.settings.notifications.story_comment_no,"No, do not send me any notifications.","Xeyir, bildirişlərin mənə göndərilməsini istəmirəm."
778,az.settings.notifications.story_comment_yes,"Yes, I want notifications sent to me.","Bəli, bildirişlərin mənə göndərilməsini istəyirəm."
779,az.settings.notifications.new_themes_sub_title,New Theme Notifications,Yeni mövzunun bildirişi
780,az.settings.notifications.new_themes_all,Notify me when any theme is added.,Yeni mövzu əlavə olunanda bildirin..
781,az.settings.notifications.new_themes_none,I do not want to receive notifications when a new theme is added.,Yeni hekayələr dərc olunanda mən bildiriş almaq istəmirəm. .
782,az.settings.notifications.new_stories_by_category,Notify me when a story is added to:,: hekayə daxil ediləndə məni bildirin
783,az.settings.notifications.language_sub_title,Notification Language,Bildiriş dili
784,az.settings.notifications.language_label,In what language do you want to receive the notifications?,Bildirişləri hansı dildə almaq istəyirsiniz?
785,az.settings.notifications.following_sub_title,Chai Khana Users You Are Following,İzlədiyiniz Çayxana istifadəçiləri
786,az.settings.notifications.following_label,"You will receive notifications whenever a user you are following publishes a story. To not receive notifications from a user, unfollow them by clicking on their image.","İzlədiyiniz istifadəçilər hekayə dərc etsələr, sizə hər zaman bildirişlər gələcək. İstifadəçidən bildiriş almamaq üçün, onun şəklinə basaraq izləmə siyahınızdan silin."
787,az.settings.notifications.following_not,"At this time, you are not following any users.",Siz hal-hazırda heç bir istifadəçini izləmirsiniz.
788,az.settings.notifications.following_title1,Click to unfollow '%{name}',%{nickname}' izləməmək üçün bura basın
789,az.settings.notifications.following_title2,Click to follow '%{name}',%{nickname}' izləmək üçün bura basın
790,az.settings.notifications.submit,Save Settings,Parametrləri yadda saxla
791,az.imageuploader.missing,An error occurred while processing your image. Please try again.,Sizin şəkiliniz emal ediləndə xəta baş verdi. Lütfən bir daha cəhd edin.
792,az.imageuploader.invalid_type,Invalid file type. Only .jpg or .png is allowed.,Yanlış fayl növü. Yalnız .jpg və ya .png olar.
793,az.imageuploader.size_limit,Image file size is limited to 4MB,Şəkil faylın böyüklüyü 4MB-a məhduddur
794,az.devise.mailer.reset_password_instructions.title,Hello %{nickname}!,Salam %{nickname}!
795,az.devise.mailer.reset_password_instructions.p1,"Someone has requested a link to change your password on Chai Khana, and you can do this through the link below.","Kimsə sizin Çayxana parolunuzu dəyişməyə rica edib, və siz bunu aşağıdaki keçiddən edə bilərsiniz."
796,az.devise.mailer.reset_password_instructions.link_title,Change my password,Parolu dəyiş
797,az.devise.mailer.reset_password_instructions.p2,"If you didn't request this, please ignore this email.","Bunu tələb etmədinizsə, lütfən bu e-poçtuna əhəmiyyət verməyin."
798,az.devise.mailer.reset_password_instructions.p3,Your password won't change until you access the link above and create a new one.,Yuxadıraki keçidə daxil olub yeni parol yaratmadan sizin parolunuz dəyişməyəcək.
